"Transaction Hash","Status","Type","Method ","Block","Age","From","From_NameTag","To","To_NameTag","Amount","Value (USD)","Asset","Txn Fee"
"0x816498a5a4e94073c6ece5e39338bb6580bdf545452ad837daee57587eca3002","Success","ERC-20","Transfer","25650008","17 days ago","0xEae7380dD4CeF6fbD1144F49E4D1e6964258A4F4","Binance Dep: 0xEae738...58A4F4","0x28C6c06298d514Db089934071355E5743bf21d60"," Binance 14","8,197.55","$26,805.99","Uniswap(UNI)","0.000009"
"0x09f4de5124c47614303097ccd54b5648d81f8fde18c815bb289ce74f830bf81d","Success","ERC-20","Transfer","25650007","17 days ago","0xb334A61a6209F14b5fA5f1684a4eD7621f66e1eF","BtcTurk 17","0xB180647d5AD76aBEB6BE0D363F6e182bd8DF46d1"," ","585.7","$1,915.24","Uniswap(UNI)","0.00006039"
"0x0ffc3222950cd4d157c83b4f018391f77fee5611fa16eca19c1b96ba7d9d9da5","Success","ERC-20","Transfer","25649998","17 days ago","0x9c308b1665097aF7AB2E38A41577BFEcDC2D1c5c"," ","0x95532487e903251c39CD138D2408b50fA65b6aD3"," ","758.28305","$2,479.59","Uniswap(UNI)","0.00002276"
"0xe6a505e81f52a5ce0dd2ab99e2ec6c30049439a35ffb29b9c9e3eef0891c5fcf","Success","ERC-20","Transfer","25649998","17 days ago","0xB180647d5AD76aBEB6BE0D363F6e182bd8DF46d1"," ","0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43"," Coinbase 10","1,172.767","$3,834.95","Uniswap(UNI)","0.00003531"
"0x8393e359bc734045f02f15189c51fb71ce480f0022b10622e1f924a5329264bc","Success","ERC-20","Transfer","25649997","17 days ago","0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549","Binance 15","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","12,247","$40,047.69","Uniswap(UNI)","0.00004282"
"0x58ed6dbaefa55b4ea3c8e693d599480ee13a312d12a119a51e48150901a165ad","Success","ERC-20","Transfer","25649997","17 days ago","0x139B920004360b08A1e285bA3859771EB0470Ce9"," ","0xb334A61a6209F14b5fA5f1684a4eD7621f66e1eF","BtcTurk 17","1,909","$6,242.43","Uniswap(UNI)","0.00003768"
"0x14078e624830a9d7452f3a9a6de79d0e1ba36439158c987341a3cb12377fd632","Success","ERC-20","0x771d503f","25649997","17 days ago","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801","Uniswap V3: UNI","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","1,038.37017","$3,395.47","Uniswap(UNI)","0.0000089"
"0x1cb8c1b947120ab5b67b84fd13f41cf9e2bbbde99d15ab274bdcc9c651640aea","Success","ERC-20","0x771d503f","25649996","17 days ago","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801","Uniswap V3: UNI","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","2,868.065526","$9,378.57","Uniswap(UNI)","0.00000879"
"0xb911e760ebc0b39980585643548c2185d4437003814b19c42c4a10279df1b291","Success","ERC-20","Transfer","25649986","17 days ago","0x8Fa129F87B8a11ee1ca35Abd46674F8b66984d4a","Bybit: Wallet 80","0xEae7380dD4CeF6fbD1144F49E4D1e6964258A4F4","Binance Dep: 0xEae738...58A4F4","8,197.55","$26,805.99","Uniswap(UNI)","0.00011826"
"0x0b3fc03885a9368cb0e1ec46517f7d5f8665736000419d1a0d70dae99232e236","Success","ERC-20","Transfer","25649983","17 days ago","0xc80Afd311c9626528De66D86814770361Fe92416"," ","0x139B920004360b08A1e285bA3859771EB0470Ce9"," ","1,909","$6,242.43","Uniswap(UNI)","0.00000547"
"0x4c980004b52e933f9fba06a46e1ae9c64a4611cf7b7a703432bedc3f13237a7f","Success","ERC-20","Transfer","25649983","17 days ago","0x0D0707963952f2fBA59dD06f2b425ace40b492Fe","Gate Dep: 0x0D0707...b492Fe","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","8,017.767","$26,218.10","Uniswap(UNI)","0.00004301"
"0x164db94e41ee9238250a218d1d2792f5e26f8ba0b98f62f1b3c24949939e1f4f","Success","ERC-20","Transfer","25649982","17 days ago","0xDFd5293D8e347dFe59E90eFd55b2956a1343963d","Binance 16","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","12,127","$39,655.29","Uniswap(UNI)","0.00004286"
"0x41112ee07a1d69657820472ca3ca24a4c8b86a41097ee1aa8255594f7944a291","Success","ERC-20","0x42e3dcf3","25649981","17 days ago","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801","Uniswap V3: UNI","0x278d858f05b94576C1E6f73285886876ff6eF8D2"," ","586.946956","$1,919.32","Uniswap(UNI)","0.00001447"
"0x5f3ec983882df91e3b306e07a3713345d8108833c5ba692cb097ec351f3bcf68","Success","ERC-20","Transfer","25649981","17 days ago","0xB73f7753E0700C248B4cD049e85d54c6c08038E0"," ","0xaa84C8c33BB176C6785e82a5AF75B57144cdB63f","Gate Dep: 0xaa84C8...cdB63f","4,708.8214","$15,397.85","Uniswap(UNI)","0.00000938"
"0x96e6a244832dfdd461f0e0261bea1ca93cf1c5a6a1269c977dee8a672fc82566","Success","ERC-20","Transfer","25649981","17 days ago","0x0D0707963952f2fBA59dD06f2b425ace40b492Fe","Gate Dep: 0x0D0707...b492Fe","0xB180647d5AD76aBEB6BE0D363F6e182bd8DF46d1"," ","1,172.767","$3,834.95","Uniswap(UNI)","0.000061"
"0x141052f8c9299e66b108914de50b8622d104ed19c0bbc63dd841b36b5678e992","Success","ERC-20","Transfer","25649980","17 days ago","0xEae7380dD4CeF6fbD1144F49E4D1e6964258A4F4","Binance Dep: 0xEae738...58A4F4","0x28C6c06298d514Db089934071355E5743bf21d60"," Binance 14","16,674.55","$54,525.78","Uniswap(UNI)","0.00000917"
"0x1f40d40a01da0fc75f371feee883d2e3d9bb6710039dcd868a67851e1996d6fb","Success","ERC-20","Transfer","25649978","17 days ago","0x3777C930E4dCA196E070d39B60c644C8Aae02f23"," ","0x01063b4f6812097Ad58b0F4c4cb7C663517Ae10d"," ","862.14","$2,819.20","Uniswap(UNI)","0.00000353"
