"Transaction Hash","Status","Type","Method ","Block","Age","From","From_NameTag","To","To_NameTag","Amount","Value (USD)","Asset","Txn Fee"
"0x311a87e001566906119a245882721084fcde6e467595f6e77c56439ca49232d0","Success","ERC-20","Mooo Z1089603480","25652151","16 days ago","0x9008D19f58AAbD9eD0D60971565AA8510560ab41","CoW Protocol: GPv2Settlement","0x77ac877D866e5C8A7Cb16Ef739F6780CDf58235F"," ","1,999.758959","$6,539.21","Uniswap(UNI)","0.00028151"
"0x2a364308e91407e6561d2f864b3e3b12c22f0258f39a51b79d1bb2eaa56dd328","Success","ERC-20","0x771d503f","25652149","16 days ago","0x3470447f3CecfFAc709D3e783A307790b0208d60","Uniswap V3: UNI-USDT","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","501.673904","$1,640.47","Uniswap(UNI)","0.00001701"
"0x904a2145850b2662367128d1f146db6009ff35a2339a31abcc7cd1a50cc96509","Success","ERC-20","Transfer","25652144","16 days ago","0xcd00f0F74250cb82d228aDf58CAd97125ec8ae02"," ","0x9Be5b8A7314552FA47FeB1355CD5b4ADC7Bb7516"," ","6,147.802252","$20,103.31","Uniswap(UNI)","0.00000516"
"0x482544adaa70e7a78e5295db50b83d859e4150b15a475ac2f672e58be81bcc10","Success","ERC-20","Swap Exact Amount In","25652144","16 days ago","0x006D0E0D006109F0020F3050000A713780B7B000"," ","0xBEE3211ab312a8D065c4FeF0247448e17A8da000"," Market Maker: 0xbee...000","905.608289","$2,961.34","Uniswap(UNI)","0.000423"
"0x482544adaa70e7a78e5295db50b83d859e4150b15a475ac2f672e58be81bcc10","Success","ERC-20","Swap Exact Amount In","25652144","16 days ago","0xFDff0b569F14AF593d446e51b3e42f502124AC85"," ","0x006D0E0D006109F0020F3050000A713780B7B000"," ","905.608289","$2,961.34","Uniswap(UNI)","0.000423"
"0xc5d103ae4b7b62e3435669b2d78cbb656e4aa8e59182394fbedbc55acd5e19f5","Success","ERC-20","Swap","25652143","16 days ago","0x111116053F09d34a7Eae8102887004445176CA11"," ","0xBEE3211ab312a8D065c4FeF0247448e17A8da000"," Market Maker: 0xbee...000","669.710329","$2,189.95","Uniswap(UNI)","0.00106583"
"0xc5d103ae4b7b62e3435669b2d78cbb656e4aa8e59182394fbedbc55acd5e19f5","Success","ERC-20","Swap","25652143","16 days ago","0xFDff0b569F14AF593d446e51b3e42f502124AC85"," ","0x111116053F09d34a7Eae8102887004445176CA11"," ","893.12573","$2,920.52","Uniswap(UNI)","0.00106583"
"0xaed3b2d7b83948e795f44af9a151bd36c965afa1bff4384f11c08836b11f8f93","Success","ERC-20","Exit","25652142","16 days ago","0x40ec5B33f54e0E8A33A975908C5BA1c14e5BbbDf","Polygon (Matic): ERC20 Bridge","0xFDff0b569F14AF593d446e51b3e42f502124AC85"," ","893.125731","$2,920.52","Uniswap(UNI)","0.00002586"
"0x17b9b84e74bc42edf360f4f1046ddeeacd7cd80d3c735da3bb501dd640941232","Success","ERC-20","Exit","25652142","16 days ago","0x40ec5B33f54e0E8A33A975908C5BA1c14e5BbbDf","Polygon (Matic): ERC20 Bridge","0xFDff0b569F14AF593d446e51b3e42f502124AC85"," ","905.608289","$2,961.34","Uniswap(UNI)","0.00002578"
"0x6994edfd796966931b74f8fd22d95749a6f5fc4595441a4367b5d21cd24b2be5","Success","ERC-20","Exit","25652142","16 days ago","0x40ec5B33f54e0E8A33A975908C5BA1c14e5BbbDf","Polygon (Matic): ERC20 Bridge","0xFDff0b569F14AF593d446e51b3e42f502124AC85"," ","802.991165","$2,625.78","Uniswap(UNI)","0.00002586"
