"Transaction Hash","Status","Type","Method ","Block","Age","From","From_NameTag","To","To_NameTag","Amount","Value (USD)","Asset","Txn Fee"
"0x4a8355010b2e9c24e28dd554ecd157e6e566ec1de5af24103ce8383c4bafd3a1","Success","ERC-20","Transfer","25654065","16 days ago","0x28C6c06298d514Db089934071355E5743bf21d60","Binance 14","0x7c3A919D2FE2587d8bfAd023F52E7c3Ca40204Ea"," ","951.281539","$3,110.69","Uniswap(UNI)","0.00007028"
"0xd8ae94cf26286411c17a0134fc70ca9d6ee76c5e50c0b45b33a2b4f7327e6397","Success","ERC-20","Transfer","25654054","16 days ago","0x14E51143B3A5De4B4EC392680010E170c458ecc8"," ","0xd4A0669d471509Aa0c155aA001d97679970f8810"," ","6,100","$19,947.00","Uniswap(UNI)","0.00002853"
"0x5c629073f0a6c49075964bfc19dd4455710685df0a6d797ff9c6314476f62f94","Success","ERC-20","Modify Liquidities","25654051","16 days ago","0xe69C05597FcBb02F31D7489E44Ae60e52496c871"," ","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","1,430.527535","$4,677.83","Uniswap(UNI)","0.00082142"
"0x749cde02221a3eb0b61da2c41bab0c740adf4b44619e70cbb1f9b50b18e327b8","Success","ERC-20","Transfer","25654040","16 days ago","0xDFd5293D8e347dFe59E90eFd55b2956a1343963d","Binance 16","0xE8736aF1926e9d8f5a6602FbbB0893b26436D710"," ","2,015.12862","$6,589.47","Uniswap(UNI)","0.00007056"
"0x00e5a2ef9383e3f980deb49f038f07190055583a7359064eef9b51b4a3e19852","Success","ERC-20","Transfer","25654040","16 days ago","0x1fefbBc536e4d6D22E63c7128226569bc9d50b9E","Fake_Phishing276443","0x366aa56191E89d219AC36b33406fCE85dA1E7554"," ","2,500.750005","$8,177.45","Uniswap(UNI)","0.00009747"
"0xe740aa35463dac2a058a6b1a8ac2b6f7526715d0fb77f2de638f559a803526a1","Success","ERC-20","Outbound Transfer Custom Refund","25654038","16 days ago","0xF3fD89e24333298bCb83A5Df45134f1ba58449FC"," ","0x85001CC4867C5e1C22dA4B79BB8852B9e2a06da0"," ","2,015.258629","$6,589.90","Uniswap(UNI)","0.00016486"
"0x3db0e63b6392fde020a02f5163f1fb2abce3343bb9e4655e107aa94b2f474f15","Success","ERC-20","Swap","25654037","16 days ago","0x111111125421cA6dc452d289314280a0f8842A65","1inch: Aggregation Router V6","0xF3fD89e24333298bCb83A5Df45134f1ba58449FC"," ","2,015.258629","$6,589.90","Uniswap(UNI)","0.0003491"
"0x3db0e63b6392fde020a02f5163f1fb2abce3343bb9e4655e107aa94b2f474f15","Success","ERC-20","Swap","25654037","16 days ago","0x11111605ef067242653c980B8f6F1ffE50305Afe"," ","0x111111125421cA6dc452d289314280a0f8842A65"," 1inch: Aggregation Router V6","2,015.258629","$6,589.90","Uniswap(UNI)","0.0003491"
"0x3db0e63b6392fde020a02f5163f1fb2abce3343bb9e4655e107aa94b2f474f15","Success","ERC-20","Swap","25654037","16 days ago","0xE8736aF1926e9d8f5a6602FbbB0893b26436D710"," ","0x11111605ef067242653c980B8f6F1ffE50305Afe"," ","2,015.25862","$6,589.90","Uniswap(UNI)","0.0003491"
"0xece65e76cf51cfdb8a89123f1a9c230ebb767fc097189c9736855ef3540319d0","Success","ERC-20","Transfer","25654036","16 days ago","0x2be4A423B83bdBF2F5807558b2CDe87740602b70"," ","0x59E0cDA5922eFbA00a57794faF09BF6252d64126"," Bitkub: Hot Wallet 3","10,000","$32,700.00","Uniswap(UNI)","0.00004151"
"0x337ff98af0e5e60ad5e01fcf8d2709a6d798c0fd7cbfc1481ac9bc43e98e4b8c","Success","ERC-20","Transfer","25654033","16 days ago","0x7f604D597c15b2e2F60DC645844f68b1D781b752","Bitstamp 61","0xA294cCa691e4C83B1fc0c8d63D9a3eeF0A196DE1","Fund: 0xa29...de1","1,697.097","$5,549.51","Uniswap(UNI)","0.00004396"
"0x265a74f663025f3e215f863af7e1533d3c48e5e9ca1bece7f308d357eb653c1a","Success","ERC-20","Execute","25654031","16 days ago","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801","Uniswap V3: UNI","0x1fefbBc536e4d6D22E63c7128226569bc9d50b9E","Fake_Phishing276443","1,564.28072","$5,115.20","Uniswap(UNI)","0.00017143"
"0x165bb824f421b60fe4a86a24ac33e755be82c106c4fc749da45eae43dc23588b","Success","ERC-20","Transfer","25654022","16 days ago","0x8E101Ce0cD87c816dCfD4d02F7E21983901dEf94","Gate Dep: 0x8E101C...1dEf94","0x0D0707963952f2fBA59dD06f2b425ace40b492Fe","Gate Dep: 0x0D0707...b492Fe","1,192.315153","$3,898.87","Uniswap(UNI)","0.00007533"
"0xef67e975db40db705fc7131edf4e5e17a86a35ae3d101fbcc85cc2b15e672770","Success","ERC-20","Transfer","25654019","16 days ago","0x112C5698e6CE9ab30Ad4654dE9005C2481f3E333","Binance Dep: 0x112C56...f3E333","0x28C6c06298d514Db089934071355E5743bf21d60"," Binance 14","2,370","$7,749.90","Uniswap(UNI)","0.00003103"
"0x05848b0a49d1285ffe4e7e6dc904c95d25b893eea4639eb90abbe54d58ed34cb","Success","ERC-20","0x0fe20a3f","25654009","16 days ago","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","2,784.417659","$9,105.05","Uniswap(UNI)","0.00010527"
"0x388a62f0351b88cc72068618ae54d5f21521633f9070d986e75bb359884aef96","Success","ERC-20","0x0fe20a3f","25654009","16 days ago","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","765.720753","$2,503.91","Uniswap(UNI)","0.00011041"
"0x560a8272ceb50eb0f1be87cb58d20a75d9318d5e510cb7d7299de803fb0af282","Success","ERC-20","0x0fe20a3f","25654009","16 days ago","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","928.303337","$3,035.55","Uniswap(UNI)","0.00010596"
"0x9fc59a9f351f0048cd5a40cba467f196ed8f6a3787b23f3c48bb51afd63cd45b","Success","ERC-20","0x771d503f","25654009","16 days ago","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801","Uniswap V3: UNI","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","2,533.480607","$8,284.48","Uniswap(UNI)","0.00011594"
"0x87240075380eeb47741078a39849d47463573fd6e0775ae9ed970eece0715b34","Success","ERC-20","0x771d503f","25654009","16 days ago","0x3470447f3CecfFAc709D3e783A307790b0208d60","Uniswap V3: UNI-USDT","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","1,695.765556","$5,545.15","Uniswap(UNI)","0.00010331"
"0x05f97c5889c4b9eddf3e46dc91c2079fc6a7cda987bd57f81bb3759841a4256c","Success","ERC-20","0x0fe20a3f","25654008","16 days ago","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","0x51C72848c68a965f66FA7a88855F9f7784502a7F"," Market Maker: 0x51c7...2a7f","550.263084","$1,799.36","Uniswap(UNI)","0.0003215"
