"Transaction Hash","Status","Type","Method ","Block","Age","From","From_NameTag","To","To_NameTag","Amount","Value (USD)","Asset","Txn Fee"
"0xcbb84ce083370b3cd383f3e16d53b9ed8a8395a4e578a3ee55f9eec46cbd2d3a","Success","ERC-20","Transfer","25652953","16 days ago","0x56e907793485FB5e127471c15a211De7dd338CCd"," ","0xD0d3e6839C6180d13c6D7c75d8abAa65e132B14c"," ","1,500","$4,905.00","Uniswap(UNI)","0.0000918"
"0xc67282701ff5ece76b14dc985dea223b70bbcd65c460612da2dd1fe66812d99c","Success","ERC-20","Supply","25652946","16 days ago","0x97e1e6C70fe9F2209792640336534bFc9F93AA7A"," ","0xc3d688B66703497DAA19211EEdff47f25384cdc3"," ","3,765.462226","$12,313.06","Uniswap(UNI)","0.00010221"
"0x3a03fcd318bb4597f1ca326b9ae183e15cb4ab75b52e5c6e010e0c7f97dba119","Success","ERC-20","0xca350aa6","25652946","16 days ago","0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43","Coinbase 10","0xe48EBd633200108085AB7413d38Af7Ac894bCb65"," ","595.976681","$1,948.84","Uniswap(UNI)","0.0006235"
"0x088730da229d168eb6ab1e82cdc046a95f212f59e817869e16c6dac065be5a97","Success","ERC-20","Swap","25652944","16 days ago","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","0x111116053F09d34a7Eae8102887004445176CA11"," ","1,133.657798","$3,707.06","Uniswap(UNI)","0.00283007"
"0x088730da229d168eb6ab1e82cdc046a95f212f59e817869e16c6dac065be5a97","Success","ERC-20","Swap","25652944","16 days ago","0x111111125421cA6dc452d289314280a0f8842A65","1inch: Aggregation Router V6","0x97e1e6C70fe9F2209792640336534bFc9F93AA7A"," ","3,765.462226","$12,313.06","Uniswap(UNI)","0.00283007"
"0x088730da229d168eb6ab1e82cdc046a95f212f59e817869e16c6dac065be5a97","Success","ERC-20","Swap","25652944","16 days ago","0x111116053F09d34a7Eae8102887004445176CA11"," ","0x111111125421cA6dc452d289314280a0f8842A65"," 1inch: Aggregation Router V6","3,765.462226","$12,313.06","Uniswap(UNI)","0.00283007"
"0x088730da229d168eb6ab1e82cdc046a95f212f59e817869e16c6dac065be5a97","Success","ERC-20","Swap","25652944","16 days ago","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801","Uniswap V3: UNI","0x111116053F09d34a7Eae8102887004445176CA11"," ","1,202.493166","$3,932.15","Uniswap(UNI)","0.00283007"
"0x088730da229d168eb6ab1e82cdc046a95f212f59e817869e16c6dac065be5a97","Success","ERC-20","Swap","25652944","16 days ago","0x3470447f3CecfFAc709D3e783A307790b0208d60","Uniswap V3: UNI-USDT","0x111116053F09d34a7Eae8102887004445176CA11"," ","564.707188","$1,846.59","Uniswap(UNI)","0.00283007"
"0x8984eeafbddcf65b8ace771fb082c15fcf02092cee6bde7ab7fb46b728f394a6","Success","ERC-20","Modify Liquidities","25652925","16 days ago","0x48957582727B3FeD98939A634B63FcFa27eB6C01"," ","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","3,650.89452","$11,938.43","Uniswap(UNI)","0.00064248"
"0xf5846e7ee67bd2f3bcda1475ce7022f895738bf41fdd60683eca6875bd473a39","Success","ERC-20","Transfer From","25652919","16 days ago","0x58E1885ADC33d07b1aFc16F11463163a1A28CCeD"," ","0xcA4BC2199418b379400b3820CeB3c825B5552C6E"," ","1,213.976665","$3,969.70","Uniswap(UNI)","0.00009137"
