"Transaction Hash","Status","Type","Method ","Block","Age","From","From_NameTag","To","To_NameTag","Amount","Value (USD)","Asset","Txn Fee"
"0xf5a591a28daabff0394bbe5085cb76aa5c7b35879ee6f54154eabdc6a3cb384d","Success","ERC-20","Mooo Z1089603480","25653517","16 days ago","0xE8736aF1926e9d8f5a6602FbbB0893b26436D710"," ","0x9008D19f58AAbD9eD0D60971565AA8510560ab41"," CoW Protocol: GPv2Settlement","808.360188","$2,643.34","Uniswap(UNI)","0.00186763"
"0xf5a591a28daabff0394bbe5085cb76aa5c7b35879ee6f54154eabdc6a3cb384d","Success","ERC-20","Mooo Z1089603480","25653517","16 days ago","0x9008D19f58AAbD9eD0D60971565AA8510560ab41","CoW Protocol: GPv2Settlement","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","518.973894","$1,697.04","Uniswap(UNI)","0.00186763"
"0xcad83a7c39730c9b659b4d732522a1b92afc905fbfbb908ec44db795b9ac64bb","Success","ERC-20","0x771d503f","25653517","16 days ago","0x51C72848c68a965f66FA7a88855F9f7784502a7F","Market Maker: 0x51c7...2a7f","0x3470447f3CecfFAc709D3e783A307790b0208d60"," Uniswap V3: UNI-USDT","1,309.612639","$4,282.43","Uniswap(UNI)","0.00036608"
"0x18b3b1d2386939fd9c53c48bf9ed68544997e5d0cc9869e5d9cff539467a63cc","Success","ERC-20","0xa0000000","25653517","16 days ago","0xA113Ad3Ff6e200F8A85bf6B57a6B31EDE7eC4354"," ","0x000000000004444c5dc75cB358380D2e3dE08A90","Uniswap V4: Pool Manager","875.73683","$2,863.66","Uniswap(UNI)","0.0016677"
"0x18b3b1d2386939fd9c53c48bf9ed68544997e5d0cc9869e5d9cff539467a63cc","Success","ERC-20","0xa0000000","25653517","16 days ago","0xBdb3ba9ffe392549E1f8658DD2630c141fDF47B6","MEV Bot: 0xBdb...7B6","0xA113Ad3Ff6e200F8A85bf6B57a6B31EDE7eC4354"," ","875.73683","$2,863.66","Uniswap(UNI)","0.0016677"
"0x08eaaaa2891c7c5b313f4a91d284e5bfe135f1cc07ee104f0ab472c6cfaaa07b","Success","ERC-20","0x9fc6d4b8","25653517","16 days ago","0x2216958c2f13e4Aac97Bf35067bD94cbFD5109A9"," ","0x000000000000000000000000000000000000dEaD","Null: 0x00...dEaD","4,000","$13,080.00","Uniswap(UNI)","0.0246317"
"0x08eaaaa2891c7c5b313f4a91d284e5bfe135f1cc07ee104f0ab472c6cfaaa07b","Success","ERC-20","0x9fc6d4b8","25653517","16 days ago","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801","Uniswap V3: UNI","0x2216958c2f13e4Aac97Bf35067bD94cbFD5109A9"," ","4,000","$13,080.00","Uniswap(UNI)","0.0246317"
"0x3b94f4c48295bb1c75f7e54d724129a0c6677fa4af2810df43ae06fdab51a0b6","Success","ERC-20","0x7ba3b310","25653517","16 days ago","0x51C72848c68a965f66FA7a88855F9f7784502a7F","Market Maker: 0x51c7...2a7f","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801"," Uniswap V3: UNI","2,336.727528","$7,641.10","Uniswap(UNI)","0.00027281"
"0x298e632a8d48c40cc26a546793beee40efe24dc59448d10cefd306a45dd5fa8d","Success","ERC-20","0x771d503f","25653517","16 days ago","0x51C72848c68a965f66FA7a88855F9f7784502a7F","Market Maker: 0x51c7...2a7f","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801"," Uniswap V3: UNI","3,827.418421","$12,515.66","Uniswap(UNI)","0.00027964"
"0x7dbd1b71eefda1dba1f1180534cea7d8205c3522460e79dfee7fca941643ea0c","Success","ERC-20","Transfer","25653513","16 days ago","0x5B702B24b00A37b61Ff9d71D91FeD1a629EDD1dF","Binance Dep: 0x5B702B...EDD1dF","0x28C6c06298d514Db089934071355E5743bf21d60"," Binance 14","1,333","$4,358.91","Uniswap(UNI)","0.00008639"
"0x9fb70ef65065bc564ca83c8fdb9346856be2e9679f97bf48b2321ab94f6576fd","Success","ERC-20","0x771d503f","25653513","16 days ago","0x51C72848c68a965f66FA7a88855F9f7784502a7F","Market Maker: 0x51c7...2a7f","0x3470447f3CecfFAc709D3e783A307790b0208d60"," Uniswap V3: UNI-USDT","593.465899","$1,940.63","Uniswap(UNI)","0.0006852"
"0x5d075c7ee888636a41b1f93d363801a268fe129f481517136fb882dad39e43c0","Success","ERC-20","Transfer","25653510","16 days ago","0x59E0cDA5922eFbA00a57794faF09BF6252d64126","Bitkub: Hot Wallet 3","0xe4ed8F0E98fBfDDF1d6e6943b7c4d444FB4e15f8","Binance Dep: 0xe4ed8F...4e15f8","2,147.217302","$7,021.40","Uniswap(UNI)","0.00012969"
"0x9f8624fc49f01ce60e7a6119908e5c42764ac10c65272043ac73f13462034aaf","Success","ERC-20","Transfer","25653502","16 days ago","0xf8191D98ae98d2f7aBDFB63A9b0b812b93C873AA","Wintermute 4","0xBC4e3963A1d20Bc2c165bA31FFaa43E0311f2b8e"," ","18,296.8136","$59,830.58","Uniswap(UNI)","0.00010057"
"0x2b44fb6db4aa082079022f9cd7e46599fe60a4e718fee2bec5fc003b1302cf37","Success","ERC-20","Transfer","25653488","16 days ago","0x56e907793485FB5e127471c15a211De7dd338CCd"," ","0xD0d3e6839C6180d13c6D7c75d8abAa65e132B14c"," ","1,000","$3,270.00","Uniswap(UNI)","0.00019306"
"0x43e267d13b74b3d5b918896d017ee4fb51fce30f65d8d81218b3e37a8057ce7a","Success","ERC-20","0x000000c3","25653480","16 days ago","0xBdb3ba9ffe392549E1f8658DD2630c141fDF47B6","MEV Bot: 0xBdb...7B6","0x1d42064Fc4Beb5F8aAF85F4617AE8b3b5B8Bd801"," Uniswap V3: UNI","2,072.895713","$6,778.37","Uniswap(UNI)","0.00212953"
"0x2f5ed24e6704384faaad6b8cc70c392dbfadafcdfaa52cda54527f67cdcc4f23","Success","ERC-20","Transfer","25653479","16 days ago","0x8e3E5EEc92c401D26b9e5EB17cBa828772736558"," ","0x5B702B24b00A37b61Ff9d71D91FeD1a629EDD1dF","Binance Dep: 0x5B702B...EDD1dF","1,333","$4,358.91","Uniswap(UNI)","0.0001621"
"0x8c42c580fe36fcc848c7ccb0148a371bcd68eb6db63d1c85414b714e34578db0","Success","ERC-20","Withdraw","25653473","16 days ago","0xB685760EBD368a891F27ae547391F4E2A289895b","Bridgers","0x8e3E5EEc92c401D26b9e5EB17cBa828772736558"," ","1,333","$4,358.91","Uniswap(UNI)","0.00013404"
